name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,,
2054,-0.01,-,-,5.18,0.99,-,7.14亿,41.49,-50.68,-506.54万,-,-,0,-,378.9,48211.55,38309.4,0.8043,3.0519,-0.20%,7.04,0.735795455,
2055,-0.06,-,208,4.62,-10.18,-,18.06亿,-2.73,-14.99,-3913.90万,-,-,0,-,38.72,60449,58867.1,4.0625,-0.6244,-1.40%,9.42,0.49044586,
2056,0.36,60.74,-,4.78,9.56,-,46.32亿,5.36,-13.03,5.83亿,59.33,26.34,0,-,34.01,162671.21,160402.33,0,3.4058,7.50%,14.38,0.33240612,
2057,0.07,-10.84,-,3.99,10.92,-,6.07亿,-12.26,-10.99,5614.06万,-9.34,-48.89,0,-,-0.1,75904.78,74618.78,1.6012,1.3191,1.85%,8.34,0.478417266,
2058,-0.04,-,227.06,1.08,-13.74,-,2475.83万,-21.07,-50.77,-598.30万,-,-,0,-,-19.68,14344.83,14311.78,0.0276,-0.0715,-3.88%,11.78,0.091680815,
2059,-0.02,-,210.62,1.82,-11.42,-,1.05亿,-47.11,60.23,-2073.92万,-,-,0,-,111.05,101243.48,94386.11,0.1395,0.5097,-1.13%,5.44,0.334558824,
2060,0.06,54.34,-,3.02,-8.16,-,158.49亿,379.84,111.22,2.05亿,335.86,47.07,0,-,-10.35,375439.32,120209.6,0.4046,1.4158,2.00%,5.28,0.571969697,
2061,0.08,-69.23,-,7.19,3.8,-,71.31亿,-26.83,-50.12,1.54亿,-57.65,-73.55,0,-,-31.26,259913.79,259913.79,2.7475,3.2144,1.15%,3.72,1.932795699,
2062,0.13,44.44,-,3.86,7.83,-,15.58亿,-24.6,-52.31,1.46亿,42.28,12.97,0,-,-25.6,110250,97043,0,2.3932,3.44%,4.58,0.84279476,
2063,0,-12.5,-,1.99,-8.49,-,4.56亿,24.58,-41.53,777.59万,4.99,-95.58,0,-,-0.56,190509.6,175457.71,0.0494,0.7392,0.25%,5.69,0.34973638,
2064,0.13,-55.17,-,4.79,2.79,-,61.92亿,-15.1,4.18,6.31亿,-53.65,47.49,0,-,52.38,496254.39,495199.06,0.7853,2.8857,2.66%,7.26,0.659779614,
2065,0.04,15.9,-,3.52,2.13,-,27.94亿,22.07,-38.1,1.38亿,15.68,266.46,0,-,68.3,320548.24,290419.01,0.858,1.4109,1.22%,6.32,0.556962025,
2066,0.1,22.22,-,2.71,12.68,-,10.67亿,-12.96,-11.54,2211.45万,22.34,11.05,0,-,-10.04,23100,23100,0.7483,0.8524,3.53%,10.65,0.254460094,
2067,0.01,-85.71,-,4.62,0.27,-,12.74亿,-12.71,-21.67,1060.07万,-86.33,1603.31,0,-,-18.82,119396.54,105646.37,1.5153,1.8609,0.19%,3.44,1.343023256,
2068,-0.14,-,-,4.26,-1.98,-,22.06亿,19.34,-14.78,-1.04亿,-,-,0,-,-83.71,74141.24,73354.11,1.9755,1.0528,-3.26%,10.41,0.409221902,
2069,-0.01,-,-,0.08,136.59,-,3.79亿,-4.07,-24.91,-520.57万,-,-,0,-,-25.11,71111.22,71012.67,1.4388,-2.6885,-9.76%,4.37,0.018306636,
2072,0,-,429.11,0.14,-22.26,-,7156.29万,-29.46,-25.15,-80.15万,-,-,0,-,0.91,36768,25760.54,1.7826,-2.154,-1.58%,6.57,0.02130898,
2073,0.02,71.43,-,5.03,6.89,-,11.94亿,-3.48,-30.81,1864.79万,74.67,-78.25,0,-,-14.45,96949.67,94129.21,2.1147,1.5609,0.38%,6.88,0.731104651,
2074,0.04,100,-,13.31,18.24,-,71.77亿,83.26,-16.79,7560.95万,134.78,-53.15,0,-,-20.46,177887.48,123853.16,10.2772,2.0361,0.32%,22.78,0.58428446,
2075,0.02,-73.83,-,2.93,2.08,-,38.84亿,-16.26,-8.8,5148.96万,-73.88,87.9,0,-,24.36,220677.18,220676.82,-0.2758,2.1571,0.80%,3.97,0.738035264,
2076,0,101.33,-,0.29,228.35,-,3046.42万,-9.31,-50.35,43.27万,102,-99.56,0,-,29.22,111462.45,101664.74,0.4187,-1.2294,0.13%,2.37,0.122362869,
2077,0.13,333.33,719.67,5.61,3.38,-,1.22亿,-6.42,-26.5,7655.09万,300.85,1168.93,0,-,-54.4,58034.85,58034.85,5.0055,-0.5874,2.35%,16.05,0.34953271,
2078,0.2,-20,-,8.42,16.63,-,98.05亿,1.42,-3.17,5.66亿,-16.21,4.59,0,-,2.86,279468.41,274395.26,1.2874,5.6471,2.40%,12.36,0.681229773,
2079,0.03,-61.39,-,3.42,12.66,-,7.31亿,-8.31,-12.93,2288.17万,-61.35,-86.78,0,-,-24.65,80788.66,79831.01,0.9093,1.385,0.83%,11.71,0.29205807,
2080,0.25,-43.01,-,10.54,18.72,-,42.55亿,-8.72,-42.56,4.19亿,-43.01,-61.72,0,-,27.78,167812.36,167812.36,3.0365,6.1031,2.37%,17.1,0.616374269,
2081,0.1,-44.88,-,4.81,10.63,-,50.93亿,-12.87,18.17,2.73亿,-45.23,282.69,0,-,-9.68,265532.37,264280.48,0.059,3.316,2.14%,4.06,1.184729064,
2082,0.04,10.5,-,4.38,3.11,-,3.85亿,15.81,-36.09,2733.70万,10.29,150.23,0,-,-14.58,61668.91,61668.91,0.4946,2.7703,1.01%,6.52,0.671779141,
2083,0.15,-31.82,157.14,4.68,3.45,-,26.16亿,-3.74,-3.44,1.26亿,-28.47,307.8,0,-,74.35,82258.61,80710.97,1.2946,1.9288,3.29%,4.88,0.959016393,
2084,-0.04,-,-,2.82,-4.19,-,5.82亿,-24.57,-19.99,-2905.15万,-,-,0,-,19.07,65085.96,64741.12,0.6117,1.1851,-1.58%,4,0.705,
2085,0.11,22.22,-,2.94,21.92,-,36.14亿,3.49,-23.21,2.24亿,26.94,4.09,0,-,11.95,214156.74,214156.74,0.0196,2.1648,3.56%,5.13,0.573099415,
2086,0.01,200,201.44,-1.53,-,-,1.36亿,22.93,-13.31,1106.91万,203.71,100.7,0,-,534.94,75635,62976.92,2.7428,-5.3904,0.00%,2.47,-0.619433198,
2087,0,-70.87,209.1,0.86,-83.66,-,9.51亿,-3.35,21.89,304.11万,-70.68,100.24,0,-,110.62,81679.43,81563.86,1.6483,-1.9971,0.43%,2.16,0.398148148,
2088,0.19,-20.83,-,5.88,8.01,-,6.67亿,2.17,-27.13,9861.78万,-18.92,-16.09,0,-,8.97,50633.26,45132.58,0.8757,3.3395,3.31%,15.24,0.385826772,
2089,0.01,311.76,199.91,0.72,2.63,-,3761.90万,-22.8,19.66,956.95万,306.96,103.12,0,-,451.57,137466.96,125295.1,0.0796,-0.4098,0.96%,1.28,0.5625,
2090,0.02,15.12,-,3.51,12.44,-,3.88亿,8,-30.69,913.29万,10.22,-33.86,0,-,-9.91,40426.49,39970.54,0.1282,2.1919,0.64%,9.5,0.369473684,
2091,0.19,-29.63,-,8.83,25.87,-,81.22亿,-18.03,-12.06,3.12亿,-28.16,-11.02,0,-,-8.13,162760.41,159727.81,3.4331,3.8229,2.17%,7.66,1.152741514,
2092,-0.12,-,-,9.77,-1.99,-,107.06亿,-28.65,-27.55,-3.22亿,-,-,0,-,3.65,259001.95,257556.29,4.8975,3.4808,-1.27%,6.7,1.458208955,
2093,0.04,199.3,-,3.57,2.67,-,1.03亿,-11,-53.28,4283.71万,198.44,69.12,0,-,200.71,100750,100665.63,1.4036,1.0108,1.19%,7.62,0.468503937,
2094,0.03,52.63,198.07,2.11,-34.58,-,7.90亿,-16.46,52.24,2022.57万,53.15,102.39,0,-,283.9,69089.75,69045.35,1.5827,-0.4765,1.39%,3.87,0.545219638,
2095,0.02,0,-,3.7,2.34,-,1.67亿,31.57,189.61,423.37万,-27.44,-22.79,0,-,-71.71,25272,25170.84,1.2904,1.1871,0.45%,21.77,0.169958659,
2096,0.15,529.36,-45.2,4.66,-3.54,-,17.00亿,258.1,148.24,1.29亿,1089.8,1125.58,0,-,-24.07,124044.08,37128.7,2.1578,1.174,2.47%,10.6,0.439622642,
2097,0.03,161.56,212.26,4.2,-16.29,-,17.85亿,7.4,-5.78,3011.73万,161.49,102.89,0,-,25.6,108721.25,97424.25,2.1756,0.7798,0.66%,5.85,0.717948718,
2098,0.05,-18.34,-,2.91,8.1,-,3.89亿,-17.91,-21.38,1657.24万,-18.35,108.71,0,-,159.31,35800,35800,0.8743,0.8426,1.59%,6.79,0.428571429,
2099,0.02,-60,-,3.8,-1.14,-,6.34亿,-21.19,0.16,4210.19万,-51.62,135.35,0,-,14.19,161871.53,160808.76,1.7954,0.8474,0.69%,7.18,0.529247911,
2100,-0.01,-,-,5.94,14.79,-,38.91亿,14.71,1.16,-1428.23万,-,-,0,-,-32.99,135478.89,135474.18,2.9059,1.6912,-0.18%,7.2,0.825,
2101,0.15,5.34,-,9.57,6.76,-,16.09亿,4.35,-13.67,7719.94万,5.3,-28.44,0,-,-18.03,52887.89,52883.76,5.068,3.1483,1.53%,16.3,0.587116564,
2102,0.03,-26.03,-,1.5,11.72,-,29.63亿,5.36,-7.57,8542.22万,-25.88,139.05,0,-,140.35,263383.63,240346.34,0.6451,-0.2137,2.16%,2.88,0.520833333,
2103,0.07,336.79,225.28,1.52,2.28,-,4.79亿,14.24,-46.19,3544.24万,336.99,162.22,0,-,81.16,53427.3,42147.64,1.2654,-0.8707,4.38%,6.05,0.251239669,
2104,0.05,779.17,-,2.84,7.59,-,3.04亿,77.72,-4.34,3427.34万,779.28,273.29,0,-,5.59,70042.19,59189.55,0.0491,1.4733,1.72%,8.14,0.348894349,
2105,0.03,-72.8,-,2.64,8.33,-,2.72亿,-46.89,-23.47,1252.83万,-72.4,968.72,0,-,-10.37,36850,36483.89,0.162,1.2055,1.29%,6.19,0.426494346,
2106,0.03,-72.61,-,7.08,5.14,-,11.53亿,-27.39,-4.09,2142.30万,-72.65,101.13,0,-,-2.88,70581.62,70413.39,2.8874,2.8137,0.43%,10.73,0.659832246,
2107,0.06,-40,113.33,1.36,7.84,-,4.92亿,-2.24,9.24,3720.40万,-33.66,-53.81,0,-,0.31,57720.96,56961.67,0,0.2892,4.75%,6.52,0.208588957,
2108,0.05,20.15,-,3.11,17.35,-,6.25亿,22.7,-15.38,8276.34万,41.69,271.07,0,-,2.59,167269.78,164836.37,0.6819,1.2185,1.59%,4.16,0.747596154,
2109,-0.11,-,-,4.26,-4.59,-,6.31亿,-32.83,-10.26,-1.15亿,-,-,0,-,-,105294.48,105294.48,2.1327,0.9321,-2.57%,4.72,0.902542373,
2110,-0.03,-,-,8.65,-10.5,-,119.70亿,-6.79,2.12,-6642.24万,-,-,0,-,-37.66,245157.62,245157.62,1.6268,5.6318,-0.31%,4.72,1.832627119,
2111,0.06,-50,-,5.71,-5.65,-,4.73亿,-9.95,-38.84,3059.81万,-50.51,-80.33,0,-,-25.04,53447.45,47539.4,1.8919,2.506,1.00%,9.32,0.612660944,
2112,0.03,200,-,1.75,-15.68,-,2.36亿,23.99,-58.25,670.13万,270.44,-67.38,0,-,22.79,26208,25723.17,0.0907,0.6024,1.46%,9.92,0.17641129,
2114,-0.02,-,297.22,3.8,-13.64,-,3.49亿,-17.9,-23.23,-692.09万,-,-,0,-,120.18,32339.53,32339.08,4.6242,-1.9712,-0.56%,6.99,0.543633763,
2115,0.03,25.5,-,2.96,6.44,-,33.94亿,39.52,17.99,2032.49万,24.36,-56.67,0,-,-37.72,81099.13,70382.09,1.9375,-0.0846,0.85%,7.52,0.393617021,
2116,0.12,33.33,-,3.98,7.82,-,12.11亿,9.78,-36.9,5183.49万,32.67,59.33,0,-,-5.04,42822.07,41640.44,0.3417,2.3256,3.04%,10.45,0.380861244,
2117,0.08,2.29,-,2.88,-2.7,-,3.05亿,1.23,-5.6,4639.97万,2.29,200.75,0,-,62.37,54566.64,54549.11,0.4572,0.8096,2.96%,8.62,0.334106729,
2119,0.05,-37.5,-,3.32,6.17,-,3.87亿,-12.22,-1.43,1932.86万,-35.89,259.13,0,-,65.33,37528.4,37528.4,0.2989,1.7597,1.55%,12.73,0.260801257,
2120,0.12,0,-,5.98,7.59,-,104.75亿,-9.31,-14.3,3.59亿,3.22,-50.05,0,-,-9.23,290226.35,281509.91,0.9981,3.8825,2.07%,9.06,0.66004415,
2121,-0.03,-,4130,0.44,-14.06,-,6.39亿,10.07,-55.77,-4162.00万,-,-,0,-,34.39,166081.67,139992.62,1.3563,-2.0256,-6.76%,5.34,0.082397004,
2122,0.03,123,-,1.09,121.76,-,1.99亿,20.16,62.08,5605.47万,138.04,-85.36,0,-,138.68,199089.99,198198.42,0.5255,-0.4086,2.58%,3.92,0.278061224,
2123,0.01,120,198.91,4.28,-17.6,-,10.35亿,49.43,-38.22,1100.94万,128.16,101.49,0,-,32.2,80219.63,67170,3.0322,0.2179,0.32%,15.65,0.273482428,
2124,-0.36,-,-,1.77,16.96,-,21.74亿,32.59,-20.58,-6.64亿,-,-,0,-,-,183919.26,153785.13,1.823,-1.2193,-20.42%,4,0.4425,
2125,0.06,-72.73,-,4.05,19.4,-,4.64亿,6.16,-38.72,4044.47万,-71.27,-2.01,0,-,-2.6,62948.17,62948.17,1.7207,1.2312,1.59%,10.68,0.379213483,
2126,0.16,77.78,-,6.1,9.4,-,25.55亿,24.35,3.06,1.27亿,80.73,-16.35,0,-,3.66,80143.16,75304.52,1.3521,3.2948,2.63%,17.61,0.346394094,
2127,0.02,-74.62,160.92,10.61,-11.44,-,6.11亿,-35.45,-16.68,3565.14万,-74.37,106.52,0,-,-26.73,245487.04,199469.46,0.6108,1.3824,0.81%,3.49,3.040114613,
2128,0.81,2.53,-,13.04,13.68,-,68.44亿,-4.57,-1.17,16.17亿,6.96,122.64,0,-,69.31,224157.35,192157.29,2.8321,8.6277,5.53%,13.46,0.968796434,
2129,0.7,72.44,-,12.33,21.43,-,176.19亿,31.8,2.64,22.53亿,71.9,23.93,0,-,32.32,404244.39,403936.82,6.4953,4.7927,5.65%,17.8,0.692696629,
2130,0.08,-2.71,-,3.57,16.18,-,11.42亿,-1.05,-21.56,1.04亿,-2.7,-38.71,0,-,-4.09,125989.86,124798.82,0.2261,2.2595,2.31%,7.14,0.5,
2131,0.09,175,371.65,1.81,10.56,-,51.94亿,10.22,1.5,5.97亿,171.94,262.06,0,-,-43.54,675480.42,583455.54,0.2036,0.5607,4.89%,2.31,0.783549784,
2132,0,-,-,2.65,5.2,-,9.33亿,8.97,-4.02,-460.80万,-,-,0,-,-45.06,140154.47,139908.78,1.1712,0.4132,-0.12%,3.17,0.835962145,
2133,0.11,83.33,-,5.25,2.89,-,16.81亿,-26.16,120.56,8346.62万,90.42,447.89,0,-,89.29,77414.42,76987.02,1.0947,2.7961,2.06%,3.54,1.483050847,
2134,0.03,111.11,-,1.83,4.63,-,1.45亿,-7.64,-1.21,701.66万,111.76,754.06,0,-,-13.64,24584.98,24584.98,1.2295,-0.4922,1.56%,10.44,0.175287356,
2135,0.12,-20,-,5.43,2.37,-,31.89亿,16.97,-4.47,1.41亿,-17.01,264.54,0,-,-9.22,116554.97,109389.93,2.6862,1.6908,2.23%,5.68,0.955985915,
2136,0.14,-46.07,-,5.54,21.68,-,5.35亿,-18.08,-26.21,3050.91万,-46.08,-54.48,0,-,-31.77,21502,21426.62,1.6336,2.6253,2.56%,11.13,0.497753819,
2137,0.03,-0.66,-,2.63,10.55,-,1.43亿,-30.66,24.06,1728.90万,-0.39,353.34,0,-,-5.84,57750.49,39056.41,1.565,-0.0779,1.14%,6.86,0.383381924,
2138,0.32,-13.51,150,6.91,2.1,-,23.32亿,9.17,27.54,2.56亿,-12.83,117.67,0,-,9.07,80631.84,74313.36,2.5675,3.4234,4.59%,28.46,0.242796908,
2139,0.08,14.29,-,4.61,13.86,-,19.95亿,6.82,-14.73,9634.97万,2.42,-22.24,0,-,-5.7,126953.54,105104.44,1.7998,1.8652,1.65%,9.35,0.493048128,
2140,0.1,-18.48,-,5.34,10.2,-,8.69亿,17.86,-66.4,7165.08万,7.1,4.04,0,-,17.42,70818.26,53807.42,1.2345,2.6806,1.90%,8.61,0.620209059,
2141,0,-72.9,-,1.01,39.85,-,2929.80万,-89.32,52.77,477.50万,-72.88,129.26,0,-,2225.68,113465.65,113465.65,0.1508,-0.1599,0.42%,2.95,0.342372881,
2142,1,14.94,-,24.16,13.53,4.41,165.53亿,8.45,26.48,65.98亿,15.35,12.13,0,-,-12.96,660359.08,652344.16,5.7039,11.818,3.78%,24.89,0.970670952,
2144,0.1,11.11,-,11.12,5.4,-,1.20亿,3.21,-14.54,1722.39万,10.72,239.08,0,-,-18.06,17676.25,13789.96,3.9511,4.5233,0.88%,11.41,0.974583699,
2145,0.03,-78.2,-,3.17,-10.25,-,12.33亿,-17.25,-11.63,1.05亿,-65.22,296.81,0,-,11.54,387102.63,230728.68,1.4044,0.8361,0.85%,4.79,0.661795407,
2146,-0.15,-,217.65,5.2,-41.46,-,61.21亿,60.46,-22.21,-6.42亿,-,-,0,-,156.83,434816.39,389652.14,1.029,1.7565,-2.84%,1.89,2.751322751,
2148,0,-100,-,2.13,3.12,-,6449.28万,18.55,17.36,143.15万,-78.12,1332.55,0,-,30.39,55894.4,45142.47,0.3622,0.6914,0.12%,6.11,0.348608838,
2149,0.07,67.05,-,5.81,6.92,-,7.20亿,48.04,-7.62,3514.77万,67.08,-29.48,0,-,-26.01,48821.43,48813.93,3.9412,0.6627,1.24%,14.3,0.406293706,
2150,0.04,-55.56,-,4.45,5.55,-,3.18亿,-25.72,-17.78,1472.25万,-51.79,-40.94,0,-,-35.03,35651.71,35514.97,0.9578,2.1677,0.93%,12.75,0.349019608,
2151,0.04,-55.56,-,8.51,-2.82,-,9.90亿,30.2,-27.02,2017.33万,-55.98,-29.76,0,-,-24.87,54415.93,50895.8,7.5793,0.2909,0.46%,35.76,0.237975391,
2152,0.1,11.11,-,4.76,6.68,-,14.75亿,5.14,-46.25,2.36亿,4.91,47.42,0,-,18.31,248338.29,248213.37,1.2095,2.3434,2.00%,11.44,0.416083916,
2153,0,-75.5,199.87,3.53,-34.38,-,5.61亿,-2.18,-17.15,1026.49万,-66.57,101.3,0,-,248.79,272919.38,159937.38,1.6108,0.7425,0.14%,10.56,0.334280303,
2154,0.18,28.57,-,2.87,-4.05,-,12.90亿,11.49,1.25,2.56亿,24.22,243.87,0,-,9.83,145933.37,108266.1,0.5273,1.1264,6.10%,6.01,0.477537438,
2155,0.09,12.5,-,4.95,6.69,-,56.72亿,-2.74,16.29,1.06亿,13.66,22.31,0,-,-10.32,120203.95,120191.78,1.0726,2.6243,1.79%,11.44,0.432692308,
2156,0,-97.6,-,9.11,14.34,-,46.42亿,3.11,-24.02,455.14万,-97.24,-81.97,0,-,-2.98,151323.66,151307.05,6.1895,1.7591,0.03%,20.65,0.441162228,
2157,-0.38,-,311.7,-3.16,-,-,22.56亿,-65.24,116.98,-11.79亿,-,-,0,-,-,341633.54,266982.31,4.3122,-8.4921,0.00%,2.72,-1.161764706,
2158,0.22,27.74,-,5.92,18.11,-,6.90亿,16.01,-25.82,1.16亿,27.77,-31.7,0,-,4.23,53472.41,53332.78,0.8279,3.5569,3.68%,23.16,0.255613126,
2159,0.16,233.33,427.78,6.52,-3.45,-,1.60亿,173.09,400.37,2871.78万,231.43,185.62,0,-,265.32,17730.13,13802.9,4.7232,0.4,2.48%,15.21,0.428665352,
2160,0,-90.97,228.93,3.47,-13.02,-,15.75亿,10.35,-9.48,281.21万,-88.17,100.96,0,-,-15.94,103278.12,75337.07,2.8243,-0.4008,0.08%,4.03,0.861042184,
2161,-0.01,-,-70.64,1.94,1.19,-,1.06亿,27.6,-41.32,-963.93万,-,-,0,-,4.83,73975.74,71345.93,0.4592,0.3582,-0.67%,5.45,0.355963303,
2162,-0.01,-,240.41,1.08,-21.27,-,2.21亿,18.52,-29.36,-767.29万,-,-,0,-,40.13,92650,92618.86,0.2119,-0.3576,-0.77%,4.43,0.243792325,
2163,-0.04,-,244.44,1.55,45.08,-,7.47亿,41.59,-40.42,-3406.22万,-,-,0,-,-10.86,84495.79,80355,1.156,-0.6796,-2.60%,9.06,0.171081678,
2164,0.02,-71.43,-,2.44,29.94,-,3.30亿,-7.17,-18.68,894.40万,-76.7,111.2,0,-,1.43,53217.37,48090.02,2.0327,-0.6801,0.69%,5.36,0.455223881,
2165,-0.03,-,174.78,2.74,-4.21,-,5.62亿,-21.28,-10.39,-2011.18万,-,-,0,-,390.52,73526.98,72706.96,0.9033,0.6892,-1.00%,4.22,0.6492891,
2166,0.03,-57.14,-,4.15,23.16,-,2.53亿,-10.55,-40.12,1993.74万,-48.11,579.88,0,-,3.72,74208.24,46643.96,1.9716,1.1119,0.65%,7.41,0.560053981,
2167,0.01,-84.02,-,1.88,7.29,-,3.44亿,-6.56,-1.83,983.89万,-83.62,133.65,0,-,67.22,77490.25,68579.42,1.4378,-0.3076,0.67%,6.31,0.297939778,
2168,-0.03,-,400,0,-96.45,-,4546.56万,8.7,-44.83,-2095.29万,-,-,0,-,94.4,78710.34,78232.24,0.4375,-1.4032,-792.20%,4.25,0,
2169,0.13,149.32,703.03,4.32,9.42,-,4.41亿,13.49,-46.25,1.03亿,149.32,1250.87,0,-,7.18,78779.2,76376.19,2.0143,1.1752,3.04%,7.04,0.613636364,
2170,0.08,229.39,-,2.55,8.18,-,7.94亿,11.83,5.52,7184.71万,230.76,88.48,0,-,17.85,88986.26,70851.19,0.5739,0.842,3.17%,5.65,0.451327434,
2171,0.07,-22.22,-,4.7,-0.15,-,95.80亿,1.44,-11.1,9469.17万,-16.94,181.88,0,-,0.26,133453.36,129972.62,2.2474,1.3899,1.51%,7.23,0.650069156,
2172,0.05,25,234.62,0.11,-14.61,-,5.44亿,-15.49,59.31,3632.67万,11.78,190.3,0,-,-35.98,76573.24,76527.2,1.6508,-2.5941,45.08%,3.9,0.028205128,
2173,0,-,218,4.2,-3.72,-,2.04亿,19.22,20.74,-215.99万,-,-,0,-,240.97,44904.31,38702.03,6.0568,-2.8071,-0.11%,8.2,0.512195122,
2174,0.05,-44.44,196.25,4.94,-10.07,-,4.74亿,-13,-8.7,4284.98万,-46.4,106.04,0,-,69.54,91588.34,91381.63,1.1933,2.9477,0.95%,11.28,0.437943262,
2175,0,-91.18,-,0.38,44.01,-,5040.21万,-24.13,-15.82,74.85万,-91.4,-98.85,0,-,-15.9,127678.07,127677.07,0.6503,-1.1892,0.15%,3.04,0.125,
2176,0.03,-92.31,-,2.53,70.82,-,7.00亿,-48.32,-64.09,5064.81万,-92.39,-86.18,0,-,-42.35,170632.56,170558.84,2.2145,-0.7175,1.17%,11.59,0.218291631,
2177,0.01,139.08,-,2.22,5.35,-,1803.38万,-0.14,31.36,1106.92万,139.2,480.01,0,-,81.87,76119.13,76119.13,0.0409,1.064,0.65%,4.08,0.544117647,
2178,0,127,207.53,0.6,-24.74,-,1.40亿,15.75,-45.13,190.71万,122.12,101.39,0,-,118.01,71215.3,71152.44,0.3185,-0.7651,0.45%,4.63,0.129589633,
2179,0.62,-5.82,-,11.51,-17.96,-,53.42亿,34.68,57.85,9.93亿,34.71,129.44,0,-,13.13,212004.64,204408.37,4.6764,5.4852,5.29%,39.07,0.294599437,
2180,0.15,-52.19,-,11.33,9.08,-,65.19亿,11.75,-5.23,2.12亿,-52.01,-32.04,0,-,11.16,141627.77,127911.53,6.5549,3.7612,1.32%,24.47,0.463015938,
2181,-0.01,-,-,3.86,4.23,-,1.02亿,-12.66,-44.26,-901.21万,-,-,0,-,-24.81,116105.82,113446.25,1.1543,1.208,-0.20%,4.63,0.833693305,
2182,0.08,-83.34,-,6.17,7.95,-,16.94亿,-32.3,-15.15,5062.38万,-83.33,56.7,0,-,21.84,64642.25,55719.73,0.9404,3.9451,1.27%,19.39,0.31820526,
2183,0.01,-50,-,3.42,2.92,-,198.01亿,40.49,-38.48,3007.92万,-47.12,-23.98,0,-,40.94,259700.91,259631.16,1.1707,0.9108,0.34%,4.38,0.780821918,
2184,0.06,45.15,-,3.72,9.17,-,6.09亿,36.94,-40.38,2002.12万,45.15,-69.1,0,-,-10.92,35190.84,24015.1,1.1903,1.1324,1.53%,14.18,0.262341326,
2185,-0.03,-,-,4.88,2.69,-,22.39亿,-25.56,-19.44,-1.06亿,-,-,0,-,-69.79,320448.46,320374.93,2.2267,1.5471,-0.68%,8.91,0.547699214,
2186,0.03,119.4,379.95,2.46,-22.13,-,3.20亿,49.39,106.94,917.40万,119.4,108.96,0,-,147.85,30846.4,30805.37,1.779,-0.776,1.21%,11.38,0.216168717,
2187,0.05,25,336.36,5.69,-9.52,-,17.22亿,3.47,50.96,3290.84万,12.13,143.32,0,-,15.57,70403.89,51711.1,2.48,1.5626,0.82%,6.52,0.872699387,
2188,0.06,-62,115,0.44,36.6,-,1.59亿,15.55,16.93,1675.95万,-60.68,8.22,0,-,5.74,29253.86,24088.33,5.927,-6.5194,13.04%,6.42,0.068535826,
2189,-0.25,-,174.26,4.89,-17.8,-,5.76亿,-32.19,-24.02,-6532.35万,-,-,0,-,167.88,26172.7,26118.56,2.5159,1.1634,-5.10%,16.84,0.290380048,
2190,0.01,-78.22,-,9.05,-40.33,-,3.40亿,12.67,-30.57,253.05万,-78.35,-79.11,0,-,0.49,35872.93,35872.93,3.621,2.214,0.08%,19.23,0.470618825,
2191,0.11,-47.62,-,5.12,-7.55,-,10.40亿,-24.54,-16.57,1.60亿,-47.47,141.17,0,-,20.59,147088.76,142982.07,0.9694,2.9006,2.12%,5.86,0.873720137,
2192,0.24,-75.56,-,12.15,250.16,-,1.94亿,-59.49,-85.22,6208.80万,-75.56,-94.76,0,-,-49.54,25965.52,25912.02,2.4124,8.2578,1.97%,53.58,0.226763718,
2193,-0.12,-,171.19,9.61,-7.09,-,7087.77万,-48.93,179.9,-3183.51万,-,-,0,-,100.52,26171.56,26093.07,6.2188,2.0478,-1.27%,6.63,1.449472097,
2194,0.12,-58.31,114.97,3.77,-1.13,-,9.33亿,-8.85,-13.65,7953.33万,-58.05,-22.01,0,-,-18.22,68332.08,50756.35,1.1631,0.9401,3.09%,10.69,0.352666043,
2195,0.02,3.14,-,1.66,1.42,-,1.43亿,-22.81,-10.59,1.10亿,3.27,197.38,0,-,15.93,572484.77,565635.21,0.069,0.5832,1.16%,2.8,0.592857143,
2196,0.02,36.67,205.78,2.54,-16.32,-,4.45亿,-21.95,-31.04,817.20万,36.98,102.61,0,-,64.66,49871.99,48555.19,3.7442,-2.1434,0.65%,6.84,0.371345029,
2197,0.02,0,200,4.14,-17.02,-,3.02亿,6.78,-23.97,1531.55万,34.65,102.79,0,-,1304.4,61436.29,53431.16,3.5767,-0.5041,0.60%,10.54,0.392789374,
2198,0.02,380,-,1.46,7.8,-,1.28亿,6.56,-47.46,1218.60万,380.58,-43.78,0,-,11.62,50750.98,50750.98,0.2432,0.1625,1.65%,6.78,0.215339233,
2199,-0.06,-,269.95,1.45,-18.1,-,3872.44万,-13.78,-15.6,-1392.44万,-,-,0,-,330.93,24344.24,24344.24,2.1178,-1.7474,-3.95%,8.46,0.171394799,
2200,0.01,106.97,-,0.29,197.72,-,1.20亿,2714.27,-68.28,150.29万,106.94,-94.27,0,-,-12.9,18413.29,18413.29,4.2744,-5.2192,2.84%,7.58,0.038258575,
2201,0.01,-36,-,1.62,-26.7,-,3.31亿,3.25,-23.97,833.27万,-19.01,2.56,0,-,-16.34,65163.62,65025.19,0.0763,0.4467,0.79%,8.04,0.201492537,
2202,0.29,0.28,-,9.31,5.58,-,55.65亿,-12.83,-72.55,12.35亿,-2.42,6538.35,0,-,127.92,422506.76,339342.7,2.8752,4.2945,3.14%,8.83,1.054360136,
